archetype,gene,log1p,raw,z_scaled
arch_0,ABCC1,0.07755101,0.15296185,-0.089386694
arch_0,ABCC10,0.017942956,0.03180863,0.00057130854
arch_0,ABCC11,0.0023082003,0.0038200773,-0.02023295
arch_0,ABCC2,0.00504935,0.008895662,-0.016214455
arch_0,ABCC3,0.001852298,0.0045748153,-0.040950783
arch_0,ABCC4,0.122017786,0.23568487,0.04341678
arch_0,ABCC5,0.07650636,0.15646692,0.00851906
arch_0,ABCC5-AS1,0.0011621387,0.0031584117,-0.021044664
arch_0,ABCC6,0.00352591,0.006382182,-0.028426876
arch_0,ABCC9,0.09473094,0.21719019,-0.04874361
arch_0,ABCD1,0.0041350755,0.0077185584,-0.015606998
arch_0,ABCD2,0.0003815846,0.009394823,-0.021444133
arch_0,ABCD3,0.08302704,0.152394,-0.008842959
arch_0,ABCD4,0.025017278,0.043485753,0.0033682475
arch_0,ABCE1,0.036888335,0.064743936,-0.013525542
arch_0,ABCF1,0.03282835,0.058067326,-0.007607901
arch_0,ABCF2,0.013615814,0.024594711,-0.014483403
arch_0,ABCF3,0.0037758339,0.008750088,-0.02183105
arch_0,ABCG1,0.003062794,0.010410048,-0.03779048
arch_0,ABCG2,0.009991652,0.024946481,0.008253254
arch_0,ABCG5,0.0051128473,0.008109115,-0.00819502
arch_0,ABCG8,0.0010586485,0.0018743704,-0.020286355
arch_0,ABHD1,0.0014841261,0.0032588847,-0.02119557
arch_0,ABHD10,0.015782282,0.028349984,-0.0028586425
arch_0,ABHD11,0.0024807293,0.006204575,-0.01828482
arch_0,ABHD12,0.040702634,0.073826745,-0.011989801
arch_0,ABHD12B,0.0072891605,0.012332578,-0.0075104265
arch_0,ABHD13,0.026163828,0.046836447,0.0028127139
arch_0,ABHD14A,0.010698446,0.018588282,-0.0033428036
arch_0,ABHD14B,0.007383232,0.012724226,-0.002925602
arch_0,ABHD15,0.0035117655,0.0069211717,-0.017040491
arch_0,ABHD15-AS1,0.13628931,0.26994735,0.025237963
arch_0,ABHD16A,0.01636647,0.02826904,-0.00106782
arch_0,ABHD17A,0.008785475,0.023507899,-0.012353362
arch_0,ABHD17B,0.032927036,0.060167402,0.007972375
arch_0,ABHD17C,0.007080057,0.013380435,-0.016632613
arch_0,ABHD18,0.05067992,0.19947912,-0.023502938
arch_0,ABHD2,0.05218932,0.17341745,-0.037665967
arch_0,ABHD3,0.04230832,0.08071772,-0.011157803
arch_0,ABHD4,0.0036205526,0.0076006437,-0.019434374
arch_0,ABHD5,0.037406664,0.07080604,-0.017929384
arch_0,ABHD6,0.011030827,0.022149578,-0.011506415
arch_0,ABHD8,0.014048884,0.024323098,0.0050508208
arch_0,ABI1,0.13796231,0.2556202,-0.004295124
arch_0,ABI2,0.2025183,0.37756917,0.02941289
arch_0,ABI3BP,0.47444823,1.0997151,-0.15687735
arch_0,ABITRAM,0.014683391,0.025538914,-0.00039608782
arch_0,ABL1,0.32779005,0.68412185,-0.003608885
arch_0,ABL2,0.13084424,0.24806374,-0.026298122
arch_0,ABLIM1,0.074306,0.93850017,-0.11326586
arch_0,ABLIM2,0.0016033046,0.009954901,-0.032340858
arch_0,ABLIM3,0.18025777,0.36494443,0.083111435
arch_0,ABO,0.03362868,0.05688225,0.04426714
arch_0,ABR,0.12095523,0.22027424,-0.01608958
arch_0,ABRACL,0.008412134,0.015567925,-0.0054094414
arch_0,ABRAXAS1,0.024677483,0.04354231,-0.00066924613
arch_0,ABRAXAS2,0.02842301,0.050181273,0.00080570905
arch_0,ABT1,0.0025480527,0.008160587,-0.02064896
arch_0,ABTB1,0.014632717,0.026232908,0.0077640344
arch_0,ABTB2,0.2640305,0.587264,0.048502967
arch_0,AC000032.1,0.0032395553,0.005140173,-0.016894342
arch_0,AC000058.1,0.0005282776,0.0009711641,-0.023567485
arch_0,AC000065.1,0.0061813244,0.0109899165,-0.010747089
arch_0,AC000068.1,0.00049600925,0.00085076154,-0.018212907
arch_0,AC000085.1,0.0028888998,0.005807598,-0.017428726
arch_0,AC000113.1,0.00058380753,0.0011016598,-0.01940522
arch_0,AC002064.1,0.0032908367,0.00603952,-0.027422156
arch_0,AC002064.2,0.0009327363,0.0014819356,-0.02233427
arch_0,AC002066.1,0.0025762545,0.057143833,-0.044463888
arch_0,AC002069.2,0.013176033,0.02435149,0.02896982
arch_0,AC002070.1,0.010330875,0.022283012,-0.04554785
arch_0,AC002072.1,0.045645352,0.09551841,-0.017134458
arch_0,AC002074.1,0.033809684,0.06570052,-0.025379794
arch_0,AC002074.2,0.005645331,0.010015796,-0.012382439
arch_0,AC002094.2,0.00048677035,0.0009355208,-0.020468963
arch_0,AC002116.2,0.008535133,0.014256814,-0.0043727173
arch_0,AC002310.1,0.0007833657,0.0017897241,-0.024053661
arch_0,AC002310.2,0.009526024,0.016258968,-0.0011243043
arch_0,AC002347.2,0.0007395939,0.0012562457,-0.01906397
arch_0,AC002377.1,0.026579207,0.049859423,0.024017937
arch_0,AC002383.1,0.00042923485,0.0007369498,-0.027539799
arch_0,AC002398.1,0.0037342256,0.006298144,-0.015128942
arch_0,AC002398.2,0.00064027676,0.005339972,-0.023455458
arch_0,AC002401.1,0.0011867478,0.0020655477,-0.023965504
arch_0,AC002429.2,0.00051892945,0.017147873,-0.032466453
arch_0,AC002451.1,0.030638255,0.0684517,-0.00103522
arch_0,AC002454.1,0.0011944938,0.002383806,-0.026632862
arch_0,AC002456.1,0.0017112764,0.0029398606,-0.017423648
arch_0,AC002458.1,0.00058670796,0.0011225624,-0.017441757
arch_0,AC002460.2,0.020236442,0.09110033,-0.014750235
arch_0,AC002463.1,0.09751227,0.17206885,0.033258937
arch_0,AC002465.2,0.0007113871,0.0012423667,-0.01899085
arch_0,AC002480.2,0.0003832027,0.002277233,-0.021667818
arch_0,AC002546.1,0.022674235,0.043659326,0.0010350845
arch_0,AC002550.1,0.002282402,0.0038812924,-0.020471122
arch_0,AC002550.2,0.00040490774,0.00085834175,-0.017416079
arch_0,AC002553.2,0.001806355,0.0033749423,-0.019128695
arch_0,AC002558.2,0.003123068,0.0052268724,-0.014946821
arch_0,AC003005.2,0.0006030616,0.0012522036,-0.019421278
arch_0,AC003044.1,0.0006727668,0.0011788617,-0.023248902
arch_0,AC003077.1,0.00045395302,0.0008430297,-0.02483428
arch_0,AC003086.1,0.00038623135,0.0006802031,-0.016931918
arch_0,AC003092.1,0.00044458825,0.0009125134,-0.018048108
arch_0,AC003093.1,0.0013336245,0.0025325366,-0.020798545
arch_0,AC003101.1,0.00064440223,0.0012429343,-0.023254257
arch_0,AC003102.1,0.0050352323,0.00870454,-0.009021704
arch_0,AC003666.1,0.0014575538,0.0031489723,-0.022041332
arch_0,AC003681.1,0.011109602,0.018685363,0.0027158265
arch_0,AC003682.1,0.0032240478,0.006924308,-0.016508274
arch_0,AC003684.1,0.0008994923,0.0015945482,-0.023221534
arch_0,AC003986.3,0.0009483425,0.0016790953,-0.021834468
arch_0,AC003991.1,0.072461225,0.1396455,0.045201078
arch_0,AC003991.2,0.00079261436,0.0014317979,-0.019323424
arch_0,AC004009.1,0.00076201116,0.0014680922,-0.019437196
arch_0,AC004014.1,0.0009828305,0.0019621158,-0.025774693
arch_0,AC004034.1,0.005291638,0.009169213,-0.013483742
arch_0,AC004039.1,0.016217902,0.026037343,0.010794098
arch_0,AC004052.1,0.0006573267,0.0012739805,-0.022301247
arch_0,AC004053.1,0.0019522588,0.0067269076,-0.0238911
arch_0,AC004076.2,0.0034411263,0.0057394565,-0.017145699
arch_0,AC004083.1,0.010029683,0.018592946,-0.004575215
arch_0,AC004112.1,0.011035307,0.019749802,-0.0037656226
arch_0,AC004130.2,0.0011835038,0.0020028956,-0.019676287
arch_0,AC004148.1,0.008692454,0.01469798,-0.0060694553
arch_0,AC004156.1,0.0012767263,0.0022596845,-0.01890734
arch_0,AC004158.1,0.0023711897,0.004267684,-0.020760354
arch_0,AC004160.1,0.17353389,0.39779195,0.024187224
arch_0,AC004217.1,0.0005665925,0.0009672972,-0.01708439
arch_0,AC004231.1,0.0012930313,0.0023394655,-0.022064794
arch_0,AC004231.3,0.0006773736,0.0011196843,-0.018915033
arch_0,AC004232.1,0.0003793963,0.00067773706,-0.016781766
arch_0,AC004241.1,0.004412842,0.007775667,-0.016981902
arch_0,AC004253.1,0.028300928,0.04976158,0.0068935226
arch_0,AC004263.2,0.009518024,0.016651079,-0.013330243
arch_0,AC004381.1,0.10347606,0.19567853,0.20370871
arch_0,AC004408.1,0.00059714157,0.0010052022,-0.020696001
arch_0,AC004448.2,0.0036732776,0.008663581,-0.024717258
arch_0,AC004448.3,0.00056748564,0.00088138744,-0.022047991
arch_0,AC004466.1,0.00041310993,0.00073184835,-0.017897109
arch_0,AC004477.1,0.0013697051,0.0027191797,-0.021586832
arch_0,AC004492.1,0.00047143977,0.00091620034,-0.017560914
arch_0,AC004494.1,0.0014363052,0.002635768,-0.020851728
arch_0,AC004522.3,0.00038858663,0.0007983826,-0.017353585
arch_0,AC004522.5,0.00095243735,0.0018465832,-0.02028224
arch_0,AC004528.2,0.00037814828,0.0006597954,-0.017403712
arch_0,AC004540.1,0.0098520825,0.017285973,-0.0050675105
arch_0,AC004542.2,0.004357115,0.007199311,-0.009721188
arch_0,AC004551.1,0.010515559,0.01751425,-0.0025347015
arch_0,AC004554.2,0.00079085084,0.0014542083,-0.020134466
arch_0,AC004593.1,0.0005356001,0.002197263,-0.023031488
arch_0,AC004594.1,0.039068274,0.068301566,0.015236728
arch_0,AC004596.1,0.004213426,0.007098962,-0.014783884
arch_0,AC004597.1,0.0011415582,0.0018234616,-0.02036532
arch_0,AC004672.1,0.0030266491,0.005159392,-0.020245062
arch_0,AC004691.1,0.0022508518,0.0036021674,-0.01992569
arch_0,AC004702.1,0.0018731981,0.0032958302,-0.020377992
arch_0,AC004704.1,0.00063584663,0.003430381,-0.024303675
arch_0,AC004765.1,0.0024728861,0.0040801526,-0.024171267
arch_0,AC004771.3,0.00039015684,0.0008567886,-0.019213548
arch_0,AC004771.4,0.0020179213,0.003537386,-0.021433152
arch_0,AC004784.1,0.00075006904,0.0018593003,-0.023399906
arch_0,AC004797.1,0.03232666,0.055383444,0.006463566
arch_0,AC004803.1,0.0007073039,0.0013260031,-0.017655749
arch_0,AC004812.2,0.002644269,0.0049393913,-0.017208096
arch_0,AC004817.5,0.00047672432,0.001401933,-0.02465398
arch_0,AC004825.3,0.0041398997,0.007032291,-0.016698819
arch_0,AC004828.1,0.00028394719,0.0013463174,-0.026435288
arch_0,AC004828.2,0.00019270502,0.0013554754,-0.021882975
arch_0,AC004830.2,0.0016488716,0.0029422478,-0.02185404
arch_0,AC004834.1,0.0037460225,0.006666734,-0.014563781
arch_0,AC004835.1,0.0005151371,0.0009198444,-0.019114647
arch_0,AC004837.2,0.00059018144,0.00102769,-0.018128606
arch_0,AC004837.4,0.0034615735,0.0060844966,-0.0134805
arch_0,AC004839.2,0.0013420391,0.0023977398,-0.017460806
arch_0,AC004846.1,0.00094364013,0.0014842176,-0.020747619
arch_0,AC004846.2,0.003622255,0.0062743635,-0.023294263
arch_0,AC004865.2,0.0011382992,0.0018482181,-0.02377876
arch_0,AC004870.2,0.0009389075,0.0015347451,-0.01674943
arch_0,AC004870.3,0.00032321562,0.00064548216,-0.018161254
arch_0,AC004870.4,0.0026863406,0.0049080625,-0.013061078
arch_0,AC004877.1,0.00043041696,0.00075842696,-0.01751278
arch_0,AC004884.2,0.00205128,0.0031785674,-0.022555206
arch_0,AC004889.1,0.043683887,0.076801725,-0.0016082833
arch_0,AC004893.3,0.00079281174,0.0014806755,-0.020810984
arch_0,AC004917.1,0.0019297658,0.004710999,-0.028845204
arch_0,AC004918.1,0.012826943,0.02187989,-0.008158511
arch_0,AC004921.2,0.0017686727,0.0031063317,-0.019912165
arch_0,AC004923.4,0.00060638244,0.001114368,-0.021681897
arch_0,AC004943.2,0.05302316,0.094235264,-0.0033657593
arch_0,AC004946.1,0.0003121739,0.00072423107,-0.02278062
arch_0,AC004949.1,0.0017934608,0.004162838,-0.023947848
arch_0,AC004951.1,0.014418601,0.025372243,-0.0011639079
arch_0,AC004973.1,0.00046912444,0.0008283546,-0.018760571
arch_0,AC004974.1,0.00039125202,0.0006787019,-0.019720975
arch_0,AC004982.1,0.0006599821,0.0014128446,-0.015540794
arch_0,AC004982.2,0.0028286863,0.005080926,-0.01710115
arch_0,AC004988.1,0.0013875371,0.0024656896,-0.02414959
arch_0,AC005006.1,0.00087973254,0.0016117365,-0.019922787
arch_0,AC005009.2,0.005528059,0.010435723,-0.008271322
arch_0,AC005013.1,0.0018317747,0.003415182,-0.013972977
arch_0,AC005014.2,0.0004889929,0.00092319585,-0.016623762
arch_0,AC005014.4,0.0048696473,0.007997096,-0.010950705
arch_0,AC005034.6,0.0016779812,0.0030996958,-0.01966418
arch_0,AC005037.1,0.032453097,0.077505894,0.0068514463
arch_0,AC005041.4,0.0022513398,0.0037835306,-0.017715538
arch_0,AC005041.5,0.009630997,0.016801927,-0.0024258723
arch_0,AC005046.1,0.0022119943,0.0035858105,-0.014246505
arch_0,AC005050.3,0.0006903022,0.0017654339,-0.024756657
arch_0,AC005052.2,0.008174127,0.014562943,-0.0071007535
arch_0,AC005062.1,0.0045180502,0.007983706,-0.01668504
arch_0,AC005064.1,0.001121037,0.0023517434,-0.028290264
arch_0,AC005070.3,0.0053265607,0.009497901,-0.0109140845
arch_0,AC005081.1,0.0009661157,0.0016534614,-0.02091124
arch_0,AC005082.1,0.0006039736,0.0012402671,-0.01792938
arch_0,AC005082.2,0.0007690172,0.0013640625,-0.01891839
arch_0,AC005091.1,0.0008896142,0.001784141,-0.0190871
arch_0,AC005096.1,0.0032339254,0.005853605,-0.017266314
arch_0,AC005100.2,0.0020817595,0.003809881,-0.022939947
arch_0,AC005104.1,0.0010961853,0.0018493461,-0.020994432
arch_0,AC005104.3,0.002655596,0.00455085,-0.01984737
arch_0,AC005153.1,0.0006968671,0.0014771085,-0.017446328
arch_0,AC005154.3,0.0010864569,0.0019696208,-0.019816905
arch_0,AC005154.4,0.004924596,0.007969811,-0.009674808
arch_0,AC005162.3,0.075489335,0.14164938,0.069980375
arch_0,AC005165.1,0.089697175,0.20070262,-0.0829794
arch_0,AC005165.3,0.0013999807,0.0025772674,-0.02524429
arch_0,AC005208.1,0.0007117474,0.0015591437,-0.024634318
arch_0,AC005225.2,0.01912901,0.03456549,-0.0005286636
arch_0,AC005225.3,0.007935422,0.013820789,-0.005536644
arch_0,AC005229.5,0.00059386087,0.0010935484,-0.02031954
arch_0,AC005237.1,0.10017943,0.18701868,-0.037776187
arch_0,AC005253.1,0.008892072,0.015382835,-0.004075133
arch_0,AC005261.1,0.018538915,0.06265016,-0.022416232
arch_0,AC005280.1,0.00045664978,0.00080297794,-0.017557163
arch_0,AC005288.1,0.0010504473,0.0019528824,-0.019176502
arch_0,AC005291.1,0.03438074,0.06468974,0.02214173
arch_0,AC005291.2,0.04120424,0.07913001,0.027242234
arch_0,AC005293.1,0.0004000853,0.0018020408,-0.01902238
arch_0,AC005306.1,0.0019743533,0.004216911,-0.022438314
arch_0,AC005323.1,0.041041896,0.07586046,0.032292686
arch_0,AC005323.2,0.18402454,0.39643425,0.060578834
arch_0,AC005329.1,0.0010399075,0.002113638,-0.022322716
arch_0,AC005329.2,0.0006497985,0.0011484461,-0.01782859
arch_0,AC005329.3,0.00058608403,0.0009855623,-0.018417865
arch_0,AC005332.2,0.0013015392,0.0023365193,-0.024214385
arch_0,AC005332.3,0.0010367541,0.0033714129,-0.024174659
arch_0,AC005332.4,0.001381694,0.0025055264,-0.022601912
arch_0,AC005332.5,0.0027144128,0.0055405186,-0.019376993
arch_0,AC005332.6,0.0069134044,0.0130044315,-0.011838658
arch_0,AC005332.7,0.0017580849,0.0031005272,-0.019312004
arch_0,AC005343.1,0.0034010743,0.0059108096,-0.014260238
arch_0,AC005355.1,0.00069216575,0.0048062797,-0.024884228
arch_0,AC005363.2,0.00041060246,0.00077850453,-0.018148635
arch_0,AC005387.2,0.0040843547,0.00689983,-0.014784779
arch_0,AC005400.1,0.0014924653,0.048130117,-0.023685003
arch_0,AC005410.2,0.007353258,0.013256268,-0.015322198
arch_0,AC005414.1,0.00097117,0.005065398,-0.022598086
arch_0,AC005476.2,0.0014230367,0.0025733602,-0.020786095
arch_0,AC005480.1,0.051196866,0.08893633,0.009727369
arch_0,AC005481.1,0.0032649671,0.00541747,-0.015265914
arch_0,AC005486.1,0.00078051904,0.0012994114,-0.023307607
arch_0,AC005495.2,0.0005833234,0.0010188593,-0.016774159
arch_0,AC005498.3,0.017101368,0.0298225,0.0043893885
arch_0,AC005520.2,0.0064576804,0.012050331,-0.0035996374
arch_0,AC005520.5,0.012158628,0.021016061,0.007826929
arch_0,AC005522.1,0.0018750717,0.0031936865,-0.021694345
arch_0,AC005523.2,0.0019262852,0.004924961,-0.019985007
arch_0,AC005532.1,0.004508328,0.007994974,-0.025742913
arch_0,AC005534.1,0.0009512563,0.0019404764,-0.020923832
arch_0,AC005537.1,0.0006219203,0.0016008376,-0.023385786
arch_0,AC005540.1,0.00139654,0.0023394818,-0.019468617
arch_0,AC005550.2,0.035392247,0.058773026,0.009049924
arch_0,AC005562.1,0.07073168,0.12527469,-0.00076627
arch_0,AC005586.1,0.00055057363,0.0010230099,-0.017877428
arch_0,AC005599.1,0.0009322271,0.002133578,-0.024559377
arch_0,AC005609.5,0.0050621396,0.008146163,-0.016595732
arch_0,AC005618.4,0.0008110001,0.0023912417,-0.02000204
arch_0,AC005632.6,0.0029125044,0.0049042096,-0.019283881
arch_0,AC005670.3,0.10313912,0.18529071,0.008586856
arch_0,AC005674.2,0.004073536,0.0073413164,-0.019479025
arch_0,AC005682.2,0.0006106342,0.0010758797,-0.018168408
arch_0,AC005695.2,0.024180721,0.041299902,0.016044809
arch_0,AC005696.1,0.0006042379,0.001764403,-0.01624623
arch_0,AC005696.2,0.0015061001,0.0024148857,-0.018956581
arch_0,AC005697.2,0.0035484503,0.005959878,-0.012172297
arch_0,AC005699.1,0.019027308,0.04324496,0.013346501
arch_0,AC005703.3,0.0009494288,0.0016073339,-0.01915784
arch_0,AC005703.4,0.0029956484,0.0053504435,-0.018602507
arch_0,AC005726.1,0.010777279,0.018722845,-0.008479197
arch_0,AC005726.2,0.00050668797,0.00078317727,-0.017182652
arch_0,AC005736.1,0.0039811064,0.007024845,-0.010714306
arch_0,AC005740.3,0.007028888,0.011567801,-0.008752588
arch_0,AC005740.5,0.000589777,0.0012909609,-0.020931551
arch_0,AC005746.2,0.019001706,0.032507233,0.0071311286
arch_0,AC005753.2,0.0009353262,0.003432386,-0.025424277
arch_0,AC005759.1,0.0012359342,0.002560118,-0.023219885
arch_0,AC005772.2,0.0005802664,0.0012607039,-0.019619491
arch_0,AC005775.1,0.0027461313,0.004485752,-0.015965478
arch_0,AC005776.2,0.0011826573,0.0021537694,-0.020009398
arch_0,AC005785.1,0.00060208427,0.0010458758,-0.018164387
arch_0,AC005786.3,0.008223777,0.014241724,-0.011687563
arch_0,AC005803.1,0.00083796476,0.0016145502,-0.020654643
arch_0,AC005808.1,0.0005993567,0.0011923746,-0.019884016
arch_0,AC005821.1,0.0006711597,0.0010555297,-0.020608343
arch_0,AC005828.1,0.006020439,0.00980941,-0.0021213097
arch_0,AC005828.3,0.0071728094,0.011650043,0.00089190085
arch_0,AC005833.2,0.0007929453,0.0013151319,-0.022241686
arch_0,AC005837.1,0.001706673,0.0027531434,-0.019664438
arch_0,AC005837.4,0.0006118237,0.0012101303,-0.02227968
arch_0,AC005840.2,0.0010007938,0.0018439492,-0.02379626
arch_0,AC005842.1,0.0007002654,0.0012291477,-0.02118126
arch_0,AC005856.1,0.020865088,0.036066536,0.018939624
arch_0,AC005865.2,0.0004771199,0.0022001057,-0.016644852
arch_0,AC005871.2,0.0011081835,0.0018619805,-0.02352017
arch_0,AC005884.1,0.009984233,0.017569326,-0.0014688984
arch_0,AC005899.1,0.0034948194,0.0059846533,-0.020489547
arch_0,AC005899.5,0.0047136005,0.00834194,-0.015872605
arch_0,AC005899.6,0.0025735481,0.005419306,-0.021988632
arch_0,AC005899.7,0.0062449644,0.010670396,-0.0040850225
arch_0,AC005899.8,0.016122734,0.026922235,0.005772903
arch_0,AC005906.2,0.0006394657,0.0012347143,-0.018807407
arch_0,AC005909.2,0.0056822887,0.009843394,-0.015317112
arch_0,AC005920.1,0.0025548537,0.00444614,-0.01515376
arch_0,AC005920.2,0.030342527,0.052242614,0.008082494
arch_0,AC005921.2,0.00576096,0.011194371,-0.008924592
arch_0,AC005944.1,0.0015028447,0.004302293,-0.01772361
arch_0,AC005954.2,0.00086517347,0.0014951667,-0.01932967
arch_0,AC005972.3,0.0014800248,0.0026302044,-0.029518956
arch_0,AC005993.1,0.00068395666,0.001228407,-0.019063635
arch_0,AC005998.1,0.00061875465,0.0011874357,-0.01796757
arch_0,AC005999.2,0.0027175194,0.0046603666,-0.02352257
arch_0,AC006001.2,0.060960468,0.11215841,-0.02140744
arch_0,AC006007.1,0.011368165,0.01868075,0.0004907988
arch_0,AC006017.1,0.0020121597,0.0035479467,-0.020626301
arch_0,AC006019.3,0.00052274985,0.00078966346,-0.019893663
arch_0,AC006027.1,0.0007424414,0.0014024115,-0.019777758
arch_0,AC006040.1,0.00047688113,0.0006826201,-0.018198717
arch_0,AC006041.2,0.0056855893,0.010459415,-0.009211537
arch_0,AC006042.2,0.0045688823,0.007621659,-0.010697425
arch_0,AC006059.1,0.111580335,0.19839811,0.009920125
arch_0,AC006059.5,0.0012994433,0.002207668,-0.023949575
arch_0,AC006062.1,0.002258498,0.0040402,-0.022144388
arch_0,AC006064.1,0.0015366368,0.0026038582,-0.021950305
arch_0,AC006064.2,0.020191165,0.03433858,0.009389637
arch_0,AC006076.1,0.0004941261,0.0008992522,-0.017965809
arch_0,AC006111.1,0.0003962577,0.00080295315,-0.018805156
arch_0,AC006115.2,0.024955219,0.04454499,0.00949865
arch_0,AC006116.11,0.0012622162,0.002169526,-0.018831579
arch_0,AC006116.4,0.00053396774,0.0009866094,-0.018000528
arch_0,AC006116.8,0.011764083,0.019860733,0.0102781225
arch_0,AC006130.1,0.0022237014,0.0039986274,-0.018492986
arch_0,AC006130.3,0.00041977427,0.0008344242,-0.015855614
arch_0,AC006144.2,0.0009285604,0.0017541124,-0.01885975
arch_0,AC006145.1,0.010136635,0.017523682,0.0051745255
arch_0,AC006146.1,0.0011595398,0.0020300848,-0.020114494
arch_0,AC006148.1,0.0013294072,0.0030748372,-0.025687752
arch_0,AC006159.1,0.0006168835,0.0015360732,-0.022941569
arch_0,AC006160.1,0.014384334,0.02527258,-0.0005862157
arch_0,AC006197.2,0.0009865699,0.0020793776,-0.020256933
arch_0,AC006206.2,0.0014518795,0.0032789987,-0.017830754
arch_0,AC006207.1,0.00035624334,0.0006809272,-0.017598793
arch_0,AC006213.2,0.002133677,0.0041308445,-0.016810713
arch_0,AC006213.3,0.013892824,0.024075663,0.0031224315
arch_0,AC006230.1,0.013469481,0.02680797,0.020436695
arch_0,AC006270.1,0.0029529529,0.0049634157,-0.024181385
arch_0,AC006288.1,0.0038895637,0.006506919,-0.002654029
arch_0,AC006299.1,0.009081778,0.026534332,-0.03809227
arch_0,AC006305.1,0.010793003,0.01870875,0.01554997
arch_0,AC006305.3,0.00039629955,0.00076684135,-0.016312357
arch_0,AC006333.2,0.0018489155,0.004499682,-0.019667136
arch_0,AC006348.1,0.0010042647,0.0017412046,-0.022120588
arch_0,AC006355.2,0.010633217,0.017331602,0.00044843223
arch_0,AC006378.1,0.0075821155,0.013006322,-0.001998517
arch_0,AC006387.1,0.0030454753,0.00736928,-0.020268371
arch_0,AC006427.2,0.0005923272,0.0011217204,-0.023026967
arch_0,AC006435.1,0.0005161325,0.0009010312,-0.019060686
arch_0,AC006435.2,0.0012438551,0.0021755814,-0.022194518
arch_0,AC006441.1,0.0009315085,0.0016855629,-0.018505529
arch_0,AC006441.3,0.001596914,0.002633887,-0.018944863
arch_0,AC006441.4,0.0037486677,0.0062850867,-0.013444913
arch_0,AC006449.2,0.0021654235,0.0037425747,-0.018168066
arch_0,AC006449.3,0.005983815,0.010088527,-0.0082895495
arch_0,AC006449.6,0.00041910735,0.0016645934,-0.018947436
arch_0,AC006452.1,0.0021710661,0.003927402,-0.018616611
arch_0,AC006460.1,0.013253413,0.021207087,0.018623605
arch_0,AC006460.2,0.06533148,0.11457986,0.035262868
arch_0,AC006480.2,0.0071799317,0.013468954,-0.00820435
arch_0,AC006487.1,0.0038520044,0.0071422197,-0.018933319
arch_0,AC006504.2,0.0012886534,0.0022177729,-0.019899374
arch_0,AC006504.5,0.020069303,0.036409415,0.00025223292
